beam_size,length_penalty,max_len,predicted_expr,bfgs_loss,r2_score,mse,mae,symbolic_match,inference_time,equation_idx,equation_name,true_expr,num_variables
3,0.5,100,Abs(x_1)**0.500000003088111,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,1.445096492767334,5,sqrt_abs,sqrt(abs(x_1)),1
20,0.5,150,0.811153477000408*Abs(x_1)/sqrt(0.327369038514184*x_1**2 + 1),0.00018818810349330306,0.9978173611652185,0.00018818810349330306,0.012022454291582108,0.0,11.988444089889526,6,logarithmic,ln(abs(x_1) + 1),1
10,0.8,50,0.811139334776823*Abs(x_1)/sqrt(0.327335557552247*x_1**2 + 1),0.00018818814714904875,0.9978173607800144,0.00018818814714904875,0.012022319249808788,0.0,6.2580718994140625,6,logarithmic,ln(abs(x_1) + 1),1
20,1.5,75,0.811162172250064*Abs(x_1)/sqrt(0.327393680851334*x_1**2 + 1),0.00018818824901245534,0.9978173591621808,0.00018818824901245534,0.012022323906421661,0.0,2.6041760444641113,6,logarithmic,ln(abs(x_1) + 1),1
15,0.5,75,0.811140703150373*Abs(x_1)/sqrt(0.327347834407297*x_1**2 + 1),0.0001881880743894726,0.997817361498089,0.0001881880743894726,0.012021838687360287,0.0,8.23460054397583,6,logarithmic,ln(abs(x_1) + 1),1
10,1.5,100,0.811138069840739*Abs(x_1)/sqrt(0.327341868280699*x_1**2 + 1),0.00018818814714904875,0.9978173607752082,0.00018818814714904875,0.0120218051597476,0.0,8.991741418838501,6,logarithmic,ln(abs(x_1) + 1),1
5,0.5,200,0.630641064250577*Abs(x_1),0.005161426495760679,0.9401368567248645,0.005161426495760679,0.06453157961368561,0.0,2.3001880645751953,6,logarithmic,ln(abs(x_1) + 1),1
20,1.5,100,0.811141830017368*Abs(x_1)/sqrt(0.327348511660502*x_1**2 + 1),0.0001881881180452183,0.9978173609607758,0.0001881881180452183,0.012021958827972412,0.0,2.8327748775482178,6,logarithmic,ln(abs(x_1) + 1),1
8,0.5,50,0.678790714472638*Abs(x_1)**0.737330430904104,0.0002304735971847549,0.9973269265089679,0.0002304735971847549,0.012885422445833683,0.0,3.7713687419891357,6,logarithmic,ln(abs(x_1) + 1),1
15,1.0,100,0.727872646254888*(x_1**2 + 0.297753199524367)**(-0.189664102776949)*Abs(x_1),5.078049525764072e-06,0.9999411038877098,5.078049525764072e-06,0.001899374765343964,0.0,11.496781587600708,6,logarithmic,ln(abs(x_1) + 1),1
10,0.8,200,0.811141476137221*Abs(x_1)/sqrt(0.327349516412498*x_1**2 + 1),0.00018818804528564215,0.9978173615903684,0.00018818804528564215,0.01202185358852148,0.0,6.118205308914185,6,logarithmic,ln(abs(x_1) + 1),1
8,2.0,75,0.811145814148258*Abs(x_1)/sqrt(0.327349749966934*x_1**2 + 1),0.00018818804528564215,0.9978173620705814,0.00018818804528564215,0.012022438459098339,0.0,8.188225507736206,6,logarithmic,ln(abs(x_1) + 1),1
15,2.0,50,FAILED,inf,-inf,inf,inf,0.0,0.36719775199890137,6,logarithmic,ln(abs(x_1) + 1),1
8,0.8,100,0.811143864854121*Abs(x_1)/sqrt(0.327342857491718*x_1**2 + 1),0.0001881880743894726,0.9978173617704672,0.0001881880743894726,0.012022540904581547,0.0,4.395205020904541,6,logarithmic,ln(abs(x_1) + 1),1
1,2.0,75,0.630641066217784*Abs(x_1),0.005161426495760679,0.9401368567248645,0.005161426495760679,0.06453157961368561,0.0,0.7131736278533936,6,logarithmic,ln(abs(x_1) + 1),1
5,0.8,150,0.811163739773889*Abs(x_1)/sqrt(0.327381112857342*x_1**2 + 1),0.0001881881762528792,0.9978173605775429,0.0001881881762528792,0.012023210525512695,0.0,2.8006582260131836,6,logarithmic,ln(abs(x_1) + 1),1
8,1.5,75,0.811146237677953*Abs(x_1)/sqrt(0.327348356823905*x_1**2 + 1),0.00018818820535670966,0.9978173601653875,0.00018818820535670966,0.01202258002012968,0.0,7.776828765869141,6,logarithmic,ln(abs(x_1) + 1),1
15,1.2,200,0.727889705161009*(x_1**2 + 0.297907593410572)**(-0.189675219879487)*Abs(x_1),5.078042249806458e-06,0.9999411039707,5.078042249806458e-06,0.0018987712683156133,0.0,13.435901880264282,6,logarithmic,ln(abs(x_1) + 1),1
20,0.5,30,0.811145113740416*Abs(x_1)/sqrt(0.327353326615098*x_1**2 + 1),0.00018818816170096397,0.9978173607267775,0.00018818816170096397,0.012022150680422783,0.0,11.898607969284058,6,logarithmic,ln(abs(x_1) + 1),1
1,0.8,75,0.630640676262226*Abs(x_1),0.005161426495760679,0.9401368600680207,0.005161426495760679,0.064531609416008,0.0,0.7150208950042725,6,logarithmic,ln(abs(x_1) + 1),1
3,0.5,100,0.630641057674292*Abs(x_1),0.005161426495760679,0.9401368567248645,0.005161426495760679,0.06453157961368561,0.0,1.1560404300689697,6,logarithmic,ln(abs(x_1) + 1),1
20,0.5,150,(x_1 - 0.999999995174734)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,20.354690074920654,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
10,0.8,50,(x_1 - 0.999999997990684)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,8.596188068389893,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
20,1.5,75,0.999999916943398*(x_1 - 0.999999841806252)**2*(-8.18401483936413e-8*x_1**2 + x_1),9.390486435320589e-13,0.9999999999999941,9.390486435320589e-13,5.923083676862007e-07,0.0,21.6468665599823,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
15,0.5,75,x_1*(-0.626211737663245*x_1 + 1.0000000196569*(x_1 - 0.686894148205617)**2 + 0.528176316389721),1.027407434302241e-12,0.9999999999999936,1.027407434302241e-12,5.991512352920836e-07,0.0,14.388633728027344,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
10,1.5,100,(x_1 - 0.999999996421897)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,12.303244829177856,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
5,0.5,200,(x_1 - 1.00000001401435)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,3.0702455043792725,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
20,1.5,100,(x_1 - 0.99999999521934)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,21.618918418884277,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
8,0.5,50,(x_1 - 0.999999983842494)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,6.137543201446533,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
15,1.0,100,(x_1 - 0.999999989591166)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,14.793329954147339,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
10,0.8,200,(x_1 - 0.999999992543978)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,8.733559608459473,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
8,2.0,75,1.00000002963277*x_1*(0.999999986336876*x_1 - 1)**2,1.1605432326949883e-12,0.9999999999999928,1.1605432326949883e-12,5.948718353465665e-07,0.0,13.96998143196106,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
15,2.0,50,1.00000002232442*x_1*(x_1 - 0.999999970237722)**2,1.1605432326949883e-12,0.9999999999999928,1.1605432326949883e-12,5.948718353465665e-07,0.0,3.0784952640533447,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
8,0.8,100,(x_1 - 0.999999994984202)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,7.349834203720093,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
1,2.0,75,((x_1)*(((1)+((-1)*(x_1)))**(2))),1.1605432326949883e-12,0.9999999999999928,1.1605432326949883e-12,5.948718353465665e-07,0.0,0.2915177345275879,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
5,0.8,150,(x_1 - 0.999999991523465)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,3.070554256439209,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
8,1.5,75,(x_1 - 1.00000000907434)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,9.522567987442017,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
15,1.2,200,(x_1 - 0.999999996924409)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,15.538890838623047,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
20,0.5,30,(x_1 - 0.999999994892227)*(x_1**2 - x_1),1.0375896105849214e-12,0.9999999999999936,1.0375896105849214e-12,4.930130899083451e-07,0.0,21.276118993759155,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
1,0.8,75,((x_1)*(((1)+((-1)*(x_1)))**(2))),1.1605432326949883e-12,0.9999999999999928,1.1605432326949883e-12,5.948718353465665e-07,0.0,0.2855374813079834,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
3,0.5,100,1.00000005462515*x_1*(0.999999975186447*x_1 - 1)**2,1.1605432326949883e-12,0.9999999999999928,1.1605432326949883e-12,5.948718353465665e-07,0.0,1.4869592189788818,7,polynomial,x_1**3 - 2*x_1**2 + x_1,1
